year_month,sku,price_per_unit
2024-12,POKER CTE BOTELLA RETORNABLE 1000.0,5149
2025-01,POKER CTE BOTELLA RETORNABLE 1000.0,5787
2025-02,POKER CTE BOTELLA RETORNABLE 1000.0,5012
2025-03,POKER CTE BOTELLA RETORNABLE 1000.0,5630
2025-04,POKER CTE BOTELLA RETORNABLE 1000.0,5281
2025-05,POKER CTE BOTELLA RETORNABLE 1000.0,5818
2025-06,POKER CTE BOTELLA RETORNABLE 1000.0,5636
2025-07,POKER CTE BOTELLA RETORNABLE 1000.0,5535
2025-08,POKER CTE BOTELLA RETORNABLE 1000.0,5227
2024-09,POKER CTE BOTELLA RETORNABLE 250.0,1839
2024-10,POKER CTE BOTELLA RETORNABLE 250.0,2042
2024-11,POKER CTE BOTELLA RETORNABLE 250.0,2294
2024-12,POKER CTE BOTELLA RETORNABLE 250.0,2027
2025-01,POKER CTE BOTELLA RETORNABLE 250.0,1709
2025-02,POKER CTE BOTELLA RETORNABLE 250.0,1899
2025-03,POKER CTE BOTELLA RETORNABLE 250.0,1771
2025-04,POKER CTE BOTELLA RETORNABLE 250.0,2380
2025-05,POKER CTE BOTELLA RETORNABLE 250.0,2227
2025-06,POKER CTE BOTELLA RETORNABLE 250.0,1957
2025-07,POKER CTE BOTELLA RETORNABLE 250.0,1869
2025-08,POKER CTE BOTELLA RETORNABLE 250.0,1858
2024-09,POKER CTE BOTELLA RETORNABLE 330.0,2542
2024-10,POKER CTE BOTELLA RETORNABLE 330.0,2382
2024-11,POKER CTE BOTELLA RETORNABLE 330.0,2346
2024-12,POKER CTE BOTELLA RETORNABLE 330.0,2215
2025-01,POKER CTE BOTELLA RETORNABLE 330.0,2595
2025-02,POKER CTE BOTELLA RETORNABLE 330.0,2677
2025-03,POKER CTE BOTELLA RETORNABLE 330.0,2910
2025-04,POKER CTE BOTELLA RETORNABLE 330.0,2863
2025-05,POKER CTE BOTELLA RETORNABLE 330.0,2994
2025-06,POKER CTE BOTELLA RETORNABLE 330.0,2418
2025-07,POKER CTE BOTELLA RETORNABLE 330.0,2660
2025-08,POKER CTE BOTELLA RETORNABLE 330.0,2728
2024-09,POKER CTE BOTELLA RETORNABLE 750.0,4524
2024-10,POKER CTE BOTELLA RETORNABLE 750.0,4269
2024-11,POKER CTE BOTELLA RETORNABLE 750.0,4848
2024-12,POKER CTE BOTELLA RETORNABLE 750.0,4640
2025-01,POKER CTE BOTELLA RETORNABLE 750.0,4300
2025-02,POKER CTE BOTELLA RETORNABLE 750.0,4854
2025-03,POKER CTE BOTELLA RETORNABLE 750.0,4571
2025-04,POKER CTE BOTELLA RETORNABLE 750.0,4966
2025-05,POKER CTE BOTELLA RETORNABLE 750.0,4317
2025-06,POKER CTE BOTELLA RETORNABLE 750.0,4738
2025-07,POKER CTE BOTELLA RETORNABLE 750.0,4575
2025-08,POKER CTE BOTELLA RETORNABLE 750.0,4976
2024-09,POKER CTE LATA NO RETORNABLE 269.0,1724
2024-10,POKER CTE LATA NO RETORNABLE 269.0,1937
2024-11,POKER CTE LATA NO RETORNABLE 269.0,2264
2024-12,POKER CTE LATA NO RETORNABLE 269.0,1967
2025-01,POKER CTE LATA NO RETORNABLE 269.0,1840
2025-02,POKER CTE LATA NO RETORNABLE 269.0,2509
2025-03,POKER CTE LATA NO RETORNABLE 269.0,2065
2025-04,POKER CTE LATA NO RETORNABLE 269.0,1856.5
2025-05,POKER CTE LATA NO RETORNABLE 269.0,2048
2025-06,POKER CTE LATA NO RETORNABLE 269.0,2469
2025-07,POKER CTE LATA NO RETORNABLE 269.0,2320
2025-08,POKER CTE LATA NO RETORNABLE 269.0,2048
2024-09,POKER CTE LATA NO RETORNABLE 330.0,3123
2024-10,POKER CTE LATA NO RETORNABLE 330.0,3209
2024-11,POKER CTE LATA NO RETORNABLE 330.0,3543
2024-12,POKER CTE LATA NO RETORNABLE 330.0,3280
2025-01,POKER CTE LATA NO RETORNABLE 330.0,3243
2025-02,POKER CTE LATA NO RETORNABLE 330.0,3384
2025-03,POKER CTE LATA NO RETORNABLE 330.0,3267
2025-04,POKER CTE LATA NO RETORNABLE 330.0,3453
2025-05,POKER CTE LATA NO RETORNABLE 330.0,3337
2025-06,POKER CTE LATA NO RETORNABLE 330.0,3240
2025-07,POKER CTE LATA NO RETORNABLE 330.0,3750.333333
2025-08,POKER CTE LATA NO RETORNABLE 330.0,3370
2024-09,POKER CTE LATA NO RETORNABLE 473.0,3883
2024-10,POKER CTE LATA NO RETORNABLE 473.0,3725
2024-11,POKER CTE LATA NO RETORNABLE 473.0,3564
2024-12,POKER CTE LATA NO RETORNABLE 473.0,3732
2025-01,POKER CTE LATA NO RETORNABLE 473.0,3910
2025-02,POKER CTE LATA NO RETORNABLE 473.0,3603
2025-03,POKER CTE LATA NO RETORNABLE 473.0,3553
2025-04,POKER CTE LATA NO RETORNABLE 473.0,3541
2025-05,POKER CTE LATA NO RETORNABLE 473.0,3535
2025-06,POKER CTE LATA NO RETORNABLE 473.0,3941
2025-07,POKER CTE LATA NO RETORNABLE 473.0,3780
2025-08,POKER CTE LATA NO RETORNABLE 473.0,4391
2024-11,POKER LIGERA BOTELLA RETORNABLE 330.0,2476
2025-01,POKER LIGERA BOTELLA RETORNABLE 330.0,2115
2025-03,POKER LIGERA BOTELLA RETORNABLE 330.0,1996
2025-04,POKER LIGERA BOTELLA RETORNABLE 330.0,2435
2025-05,POKER LIGERA BOTELLA RETORNABLE 330.0,2106
2025-06,POKER LIGERA BOTELLA RETORNABLE 330.0,1975
2025-07,POKER LIGERA BOTELLA RETORNABLE 330.0,2387
2025-08,POKER LIGERA BOTELLA RETORNABLE 330.0,2346
2024-09,POKER PURA MALTA LATA NO RETORNABLE 330.0,2301
2025-06,REDD'S CTE BOTELLA RETORNABLE 330.0,3774
2025-07,REDD'S CTE BOTELLA RETORNABLE 330.0,3508
2025-08,REDD'S CTE BOTELLA RETORNABLE 330.0,3314
2025-03,REDD'S ROSE LATA NO RETORNABLE 269.0,3255
2025-04,REDD'S ROSE LATA NO RETORNABLE 269.0,3727
2025-05,REDD'S ROSE LATA NO RETORNABLE 269.0,3798
2025-06,REDD'S ROSE LATA NO RETORNABLE 269.0,3654
2025-07,REDD'S ROSE LATA NO RETORNABLE 269.0,3921
2025-08,REDD'S ROSE LATA NO RETORNABLE 269.0,3881
2024-09,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4306
2024-10,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,3871
2024-11,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4309
2024-12,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4098
2025-01,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,3806
2025-02,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4380
2025-03,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4546
2025-04,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4495
2025-05,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4191
2025-06,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,3980
2025-07,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4647
2025-08,STELLA ARTOIS T. BOTELLA NO RETORNABLE 330.0,4518
2024-09,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,3745
2024-10,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4059
2024-11,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4472
2024-12,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,3991
2025-01,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,3719
2025-02,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4008
2025-03,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4180
2025-04,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4172
2025-05,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4072
2025-06,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,3902
2025-07,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,3949
2025-08,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,4271
